file,target,candidate
bower.8016bd4e1fb6d9de5afaf0b4a63deb353133284a.lib.core.ResolveCache.js,"canonicalDir = path.join(dir, version);","return Q.nfcall(mkdirp, path.dirname(dir));"
karma.d2a3c8546dc4b10bb9194047a1c11963639f3730.test.e2e.basic.karma.conf.js,module.exports = function(config) {,module.exports = function (config) {
express.855176b633a60a4032d5b35f69183b098ccf5609.test.res.get.js,var express = require('..');,var res = get('header')
express.328c6d30603202cfdf1e479f2486e10521a91a44.test.req.stale.js,", request = require('supertest');",'
hexo.32de5a8aa95ecd5da5512ba34e5db30d1449aa8a.lib.hexo.load_plugins.js,var Promise = require('bluebird');,var Promise = require('bluebird');
hexo.3ea11a7dc70364e1f832943f337a2b8b364345d5.test.scripts.models.page.js,data.content.should.eql('');,done();
express.4063d2e2c4f8b4de288d179533c4d982af53c5d7.lib.express.plugins.redirect.js,if (url == 'back' || url == 'home') url = this[url],if (event.request.home === url) {
karma.2b2044eeed2e4675afec9235430db314d46154ec.test.e2e.requirejs.main.js,Object.keys(window.__karma__.files).forEach(function(file) {,""""
express.34c412eb64911ce81b5a603bc1e58c94c0063db9.spec.spec.node.js,.exec('spec/spec.request.js'),.exec('spec/spec.mime.js')
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.test.scripts.tags.blockquote.js,"describe('blockquote', function() {","it(\'default\', function() {"
bower.bebb4fb33b0e95085f4d2c9f85e3fdf18f5dba04.packages.bower-config.test.test.js,require('../lib/Config').read('test/assets/env-variables');,""""
bower.e8c071304c4ed951d508a41d114e769666d7a02c.lib.core.resolvers.SvnResolver.js,var Q = require('q');,var Q = require('q');
express.108e66c24bbd56ae795725a56fd1bc6e7901a555.lib.response.js,if ((this.statusCode >= 200 && this.statusCode < 300) || this.statusCode === 304) {,NULL
hexo.9a3592764e36ecc16a516b638069356ecac43bef.test.scripts.helper.number.js,"describe('number', function(){",""""
express.4db51fbeba0cd543949e243672c0e6c3c3c70639.lib.request.js,"req.param = function param(name, defaultValue) {","req.param = function(name, defaultValue){"
hexo.3f03a31479e5456a8da561be456849ebdb5f8038.lib.models.category.js,const { config } = ctx;,const { name } = data;
bower.8eed440840481253c4ba903b423eb8adccf89a1d.lib.renderers.StandardRenderer.js,var data = log.data;,var str;
karma.db42a7fb1d37fa1196759b4f6b12e39f612fae5c.lib.config.js,this.weight = helper.mmPatternWeight(pattern),this.weight = helper.mmPatternWeight(pattern)
karma.6bffdd058167cb57803c2f5a68fd4fd8e2c67343.test.test-util.js,"__dirname: path.dirname(filePath),",require: function(name) {
hexo.53cdcfd8bd9be2c7f6fce6587b978db2e0648a7c.lib.util.yfm.js,"yaml = require('yamljs'),","= require('events'),"
express.540192ff9665a579f11e5526f457189eb74cb177.examples.format.app.js,{ name: 'foo' },"{ name: \'foo\' },"
hexo.a6df662660a7546c8cc3838c4d5c13f3947a912f.test.scripts.box.box.js,"it.skip('watch() - watcher has started', function(callback){",it(\'watch()).export.skip(function(){
karma.92fc5eeac4de13f52d1f3623085b689b3d55ea3a.lib.launcher.js,"var ScriptBrowser = function(id, emitter, timeout, retry, script) {","var Launcher = function(emitter, injector) {"
karma.b82fcabca7bae5438931a61f2468ebd78740e8c0.lib.web-server.js,"u = require('./util'),",unix: require('unix')
hexo.02ece29ed24c43f113ce552a4d8694bb93a0f2d2.lib.plugins.tag.img.js,const classes = [];,'
express.01f4c7bbf21e1907c855d0143b06821aed0b5c30.lib.express.core.js,response : {,response : {
hexo.182bf7e3aea897c10a9983d0eb468905c35c2767.lib.generator.archive.js,"extend.generator.register(function(locals, render, callback){",""""
hexo.afce8d510601c60e56665f46a5865e8f102dd885.lib.db.index.js,function Database(){,this.end = function Database(){
hexo.cd404d56ba15490bab183a122b083d2b46a7377f.lib.generate.js,"save: ['theme_source', 'process', function(next){",var _getConfigPath = function(next){
hexo.d35287a765d5d7d43135c8f50d1a63204d5f21ad.lib.loaders.update.js,var obj = {};,"var cache = [],"
express.a21435cb053e43bd1157244184f666e2d5c315df.test.acceptance.content-negotiation.js,"describe('GET /', function(){","describe('GET /', function(){"
hexo.b123961597b1127b5cd6ba2351859ac4b18ce199.test.scripts.extend.tag.js,"should.throw(() => tag.register(), 'name is required');",t.should.throw(err => _ => function (err);
karma.a1049c6059db84ae7b14621d8df6a0db7b6d13cc.test.e2e.step_definitions.core_steps.js,"Then('it passes with( {exact}):', { timeout: 10 * 1000 }, function (mode, expectedOutput, callback) {","stoArray : function (input : function (input, formatters) {}"
hexo.85d029e2155b02ddc9c4c12592f3623a38a43950.lib.plugins.helper.open_graph.js,let keywords = (page.tags && page.tags.length ? page.tags : undefined) || config.keywords;,"let return pageOptions: pageOptions: url, tab, tab } = options };"
express.6d6e1557cebfdabba9b6f100e1186aeaec13d800.lib.express.core.js,"request.trigger('request', null, function(error) {",describe('Express.server = function(){
bower.931b0a89057cf43bdd95ff25d134fd9fb26eb0a1.lib.util.download.js,var errorCodes = [,var errorCodes = [
bower.883b79f05d4b4b43fe6370fdaec930c44e4c23e8.lib.commands.list.js,var fallback = require('../util/fallback');,"var mainPackage = new Package(name, null);"
karma.fe0e24a8275c6e5a86b6a91d449ed43a86cc8ac7.scripts.client.js,const watchify = require('watchify'),const helper = require('./helper')
bower.5bb77b1e0379be2bcf5fb9e5f0a63236fcb52446.lib.commands.prune.js,var defaultConfig = require('../config');,var defaultConfig = require('../config');
hexo.9f52ef1149be241a148f1cdfc7aab8ad88403589.test.scripts.hexo.load_config.js,const pathFn = require('path');,var pathFn = require(\'path\');
hexo.2ee787e3891710db6cc21991ecfdb669d56ae906.lib.plugins.processor.index.js,module.exports = ctx => {,'
hexo.9b13a594b0a9b172bdbb4ce24b144a5ce377b1f0.lib.plugins.tag.code.js,const rWrap = /\s*wrap:(\w+)/i;,NULL
bower.53eeca97d38945751075932ac6e6841ebeaeeb0a.test.commands.bower.js,"it('Returns same value than the full command', function () {","it('Returns same value than the full command', function() {"
express.6f7075be740c26c4c1f3c3e8df4c3472e4907561.lib.router.index.js,", strict: app.enabled('strict routing')",app.enabled = fn = fn);
karma.51b63f7c801b8629aea41d7773a21729396da8a1.lib.launchers.Firefox.js,"var p = spawn(command, ['-CreateProfile', 'testacular-' + id + ' ' + self._tempDir, '--new-instance']);",NULL
hexo.02ece29ed24c43f113ce552a4d8694bb93a0f2d2.lib.plugins.filter.post_permalink.js,"for (let i = 0, len = keys.length; i < len; i++) {","for (let i = 0, len = keys.length; i < len; i++) {"
hexo.25198a1ee7b15f245953f840fca5657fb8bf91b2.lib.generator.post.js,"async.forEach(locals.posts.toArray(), function(item, next){","async.forEach(locals.posts.toArray(), function(item, next){"
hexo.75fea56bd88e5d3702c0d3813836cd8392849dc2.lib.models.types.moment.js,const { SchemaType } = require('warehouse');,const { value } = format;
bower.c2e0dc9d23e57a67da3ea85f0f92164d8eebcaca.lib.commands.index.js,.done(function () {,""""
express.328c6d30603202cfdf1e479f2486e10521a91a44.test.acceptance.downloads.js,", request = require('supertest');",'
express.395d14ab5852acca1d2482bbe913e31a3bdad991.lib.express.response.js,if (typeof headers === 'number') {,if (typeof param === undefined;
express.1abb674a07fea04824ed1a9a1385cac2bbe06802.lib.response.js,if (err && !self._header) self.removeHeader('Content-Disposition');,"return this.header('Content-Disposition', filename);"
express.c0136d8b48dd3526c58b2ad8666fb4b12b55116c.examples.auth.index.js,var hash = require('pbkdf2-password')(),var bodyParser = require('body-parser');
express.0d02ea43e1d515fdf73f30e69fedbe46918d7577.lib.express.core.js,"host: null,",root: \'/
pencilblue.115f0ec4fc0688009979d3bee4d4a3cdce9b9844.plugins.themes.pencilblue.controllers.index.js,var section = request.pencilblue_section || null;,var section = request.pencilblue_section || null;
hexo.df96cba394275f139c18bd8f939d1e743d81609e.lib.plugins.tag.link.js,var extend = hexo.extend;,NULL
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.test.scripts.helpers.fragment_cache.js,"describe('fragment_cache', function() {","describe("" fragment_cache"", () => {"
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.test.scripts.theme.theme.js,"describe('Theme', function() {","it(\'create()\', function() {"
karma.9357de22fb680a04d74a50759785c3678b43c176.lib.server.js,var executionScheduled = false;,var executionScheduled = false;
hexo.dbde4f2dc0cdd6cc9cb267d93db87ad12e319876.lib.init.js,"extend = require('./extend'),","extend = require('./extend'),"
hexo.d35287a765d5d7d43135c8f50d1a63204d5f21ad.lib.plugins.generator.paginator.js,var renderData = function(i){,render = function(options){
karma.ceafc940b07d44f9c87de90f4d7a41766c1e9444.adapter.jasmine.src.js,sj.info({total: runner.specs().length});,var total = runner.specs().length;
hexo.83fe2dd88b4685cc37885d1a881a09d9933db42d.test.scripts.models.assets.js,"describe('Asset', function(){","it('_id - required', function(){{"""
hexo.6f6bbfe83e058c8e4a99fa17efc90c5c7b24690e.lib.plugins.console.server.js,"colors = require('colors'),","colors = require('colors'),"
karma.a99dc52e9c82a288b09224b712e8697837ef5890.test.unit.middleware.proxy.spec.js,var config = {,host: {
bower.451c60ec20b8df66511cca2add64633f0d7389ec.lib.core.Manager.js,if (this._config.argv.cooked.includes('--save')) {,NULL
express.f7e94a30bce66ba4de1b6388910bfdd8b1e6edd1.lib.application.js,var Router = require('./router');,var Router = require(\'./router\');
karma.e8e22aba22835c3b5a9116551c67a141e1ffe055.lib.preprocessors.Html2js.js,"var template = 'angular.module(\'%s\', []).run(function($templateCache) {\n' +",NULL
express.e5fc85bddc1ddd709d2ec1b89e9bc26319d9398f.lib.router.index.js,"if (!route && 'OPTIONS' == req.method) return self._options(req, res);",if (!props[method == route; ++p) return next();
hexo.5be13e17aca24e888bb9cf5c37f56aea8db2b511.lib.plugins.helper.tagcloud.js,"var rHex = /^#([0-9a-f]{3}|[0-9a-f]{6})$/i,",var fs = require('hexo-fs');
hexo.f2c11995e7fbd192a11f3299d008bf608f9e76eb.lib.post.render.js,"swig = require('swig'),","swig = require('swig'),"
hexo.1e29661480f4012c58fa613a3812fc27364f4192.lib.plugins.helper.js.js,if (!Array.isArray(args)) items = [args];,if (!Array.isArray(args)) items = [args];
hexo.02998c3d5a74c8bbd08e4c987edb6f72187402cd.lib.box.index.js,ignored: /[\/\\]\./,"ignored: /[\\/\\\\]\\./,"
express.e6405653d822a3903deaa15f68895b706aac71cb.lib.express.response.js,"this.writeHead(status || 302, { 'Content-Type': 'text/plain', 'Location': url });",this.writeHead(this.headers);
bower.cb2cb7ea75cfac0b38c8ee252c4291d4716c0741.lib.core.package.js,var UnitWork = require('./unit_work');,var UnitWork = require('./unit_work');
hexo.f3517907e7e86bf8d636ebc624beaf56524e86d3.test.scripts.helpers.date.js,require('chai').should();,return this._id(ctx);
karma.2fa6dd6a6391e4a697808c7b498f736c32022ae5.lib.server.js,var lastFailedIds = [];,var lastFailedIds = [];
bower.dbcea61300bf170c5c5b96d6736ff600199f2aaa.lib.core.package.js,var config   = require('./config');,"require.readLocalConfig();"""
hexo.1c7f96c3568efb7feeb9bc4df979de421321775f.lib.init.js,obj.version = hexo.version;,return hexo.filter
express.cd24b58517cb9d246fb1127ab2329b0e1cd43f77.spec.spec.routing.js,describe 'with a single splat',function test.toArray(){
hexo.354eac1378dd995be047e26437c5ff3447b14819.lib.plugins.console.server.js,if (req.session.authed) return next();,if (adminPass.return res();
hexo.2ee787e3891710db6cc21991ecfdb669d56ae906.lib.plugins.helper.css.js,function cssHelper(...args) {,function iframeTag(args) {
hexo.f71e873f0311a6d122124a33104235271000b40d.lib.plugins.processor.index.js,"extend.processor.register(/^_posts\/?(.*)\/(.+)\.(\w+)/, function(file, callback){","function(function(content, callback){"
hexo.c5990ca676d5a6af7c638e90045ff2c8759281c2.lib.plugins.renderer.swig.js,"extras.useFilter(swig, 'markdown');","extras.useFilter(swig, \'markdown');"
hexo.c7be01d0fd6593c48295dbc83f2b80b88d845dee.lib.plugins.helper.date.js,if(format) {,if (format){
express.c1b35461617552017f4b2ae91b2d159d3783d3c4.examples.jade.app.js,"app.set('reload views', 2000);",NULL
hexo.33bf64a7df0dfcda4fac66ce6ac4c5b74664946e.lib.box.file.js,var escapeBOM = fs.escapeBOM;,var escape = options.escape;
bower.c117ef300050eabbfac07951ba49dc352c243b56.lib.resolve.resolvers.GitRemoteResolver.js,".then(cmd.bind(cmd, 'git', ['checkout', resolution.commit], { cwd: dir }));",".then(cmd.bind(cmd, 'git', ['checkout', resolution.commit], { cwd: dir }));"
hexo.6e81ff71e533e6cafc62fe582d50b01d83b2358d.test.scripts.tags.asset_path.js,.should.eql('/foo/spaced%20asset');,.should.eql(assetPath);
hexo.15bde6d75d4bd37bd5c39668c2d7ca2a8c0f76ad.lib.plugins.console.migrate.js,"extend.console.register('migrate', 'Migrate from other system', function(args, callback){","extend.console.register('migrate', 'Migrate', [], function(args, callback){"
hexo.371e389abe75c02d35dfc5aec2ef6d91c43dc2c3.lib.plugins.tag.jsfiddle.js,"return `<iframe scrolling=""no"" width=""${width}"" height=""${height}"" src=""https://jsfiddle.net/${id}/embedded/${tabs}/${skin}"" frameborder=""0"" loading=""lazy"" allowfullscreen></iframe>`;",'
hexo.32de5a8aa95ecd5da5512ba34e5db30d1449aa8a.lib.plugins.helper.markdown.js,"function markdownHelper(text, options){","function markdownHelper(text, options){"
hexo.1b418b192d99202cbcda4e507c44af1a32dbc643.test.scripts.helpers.image_tag.js,"img('https://hexo.io/image.jpg').should.eql('<img src=""https://hexo.io/image.jpg"">');","result.should.eql(\'<img src=""http://hexo.io/image.jpg"">\');"
hexo.f74dbb39a905b349b1a2c6e2265bc348ea6d85b9.lib.plugins.tag.code.js,module.exports = function(ctx) {,NULL
hexo.ff54ff76fe31a3755e905b003339c8cc931e3ef4.lib.plugins.generator.post.js,if (item.isUpdated || hexo.cache.rebuild){,"route.set(item.path, function(fn){"
express.e0c07d2385dd88543ba91d5ab703485ad0b56aaa.lib.express.request.js,if (typeof self.response.status != 'number'){ callback( new InvalidStatusCode(self.response.status) ); return; },:'should.position's') })
hexo.ec99001269860e7c9d9ae7f3d4fc38ebdd59428e.lib.plugins.console.index.js,"{name: '-b, --bail', desc: 'Raise an error if any unhandled exception is thrown during generation'},","{name: \'command', desc: \'List the information of the site.'},"
express.ce2bcaef6889f06563c5b186e9f727f8b1b1b9d0.lib.express.js,exports.version = '2.3.12';,""""
express.9cc5593afb7bf3213ba7676607ac04505a73d21a.spec.spec.core.js,"post('foo', { request : request }).body.should.eql 'foo bar 1'",Express.request.params.body.should.eql 'foo'
hexo.1c2b23725ea983db9949e5a169207c2f0772b0dc.lib.post.load.js,hexo.source.watch();,hexo.source.watch();
hexo.9bf747cd1ea3a022826cb452206f38b0d1a17265.lib.cli.server.js,hexo.emit('serverOn');,});
express.fb8e474da975a3dfde45b4c506ac865d87491c6c.lib.express.request.js,this.response.status = code,return this.response.status = code
hexo.9b77ba399d37341aa03a49f1f426045cf9c487f6.test.filter.test.js,data.content.should.eql('中文 abc');,data.content.should.eql('中文');
hexo.df96cba394275f139c18bd8f939d1e743d81609e.lib.plugins.tag.code.js,var config = hexo.config.highlight || {};,var config = ck.config.highlight || {};
hexo.63f5c19930396f5b5dff1976bfa05a539e263f2b.lib.helper.strip.js,"extend.helper.register('strip', function(){",""""
hexo.9b53158db7ad9ca826c281de02e4a7b9fcce36a7.lib.plugins.filter.backtick_code_block.js,"module.exports = function(data, callback){","module.exports = function(data, callback){"
hexo.ec1e39f366aa8b5b37d823d8b3e970f6fc81d756.test.scripts.extend.injector.js,"it('getSize()', () => {",assert.assert.throws(() => {
mongoose.0b6d9a1962d490bfcb746aebb434cfe337d5b38d.lib.errors.divergentArray.js,var MongooseError = require('../error.js');,'
karma.474f4e1caff469cce87f19a11d9179e4e05552f9.lib.config.js,require('ts-node'),return {
karma.238612f7c75d64c83147594cb39568a846872d3a.lib.browser.js,"log.error('FAILED: %d PASSED: %d', this.lastResult.failed, this.lastResult.success);",if (result.success) this.lastResult.success++
express.10b21b41f72cb38567b3a06759fb056feb1ac8fc.lib.response.js,switch (typeof body) {,if (item == null) {
hexo.4e727c7884d8fc4f902620fc561866f14f9d8a52.lib.plugins.console.version.js,var versions = _.extend({,var versions = _.extend({
bower.3a93600195c31e7717f0248ea92dcff74da0c9bc.test.resolve.resolvers.gitFsResolver.js,"it('should not guess the name from the path if the name was specified', function () {",NULL
hexo.ad33b3c07cd763eeed9786ccb38de45d57d89a77.lib.hexo.multi_config_path.js,"module.exports = ctx => function multiConfigPath(base, configPaths, outputDir) {",module.exports = function (callback) {
hexo.d27b704258842acffe09104b47e4bcc265d5e229.test.scripts.processors.post.js,"it('post - categories (multiple hierarchies)', () => {","'bar'});"" : 'baz'});"" : 'baz'});"" : 'baz'});"
express.914e4a4cf780191efcf2b1661a98cfb16ff86184.examples.layout-control.app.js,"app.local('layout', 'layouts/default');",'
bower.ee2640bc4380a2b4c141aca2518fa5c6d9b43439.lib.core.resolverFactory.js,if (/^git(\+(ssh|https?))?:\/\,NULL
